video_id,date,start,text
k1lsPwMGRhM,20201224,13757,Like six hour vlogs tonight Oh fuck that works Oh, it's just working well, that's easy Okay Christ backing up induction cell lithium What do we do Brine how does brine make liquid lithium? You need another tower to turn oh my god, you see okay wait so then this was stupid wait
k1lsPwMGRhM,20201224,13822,does making this taller make it actually go faster or does it just um um let it hold more It needs a resistive heater to go faster Production is 1.04 megabuckets per tick Let's see what happens we break it
k1lsPwMGRhM,20201224,13865,All right how fast does it go? 0.28 megabuckets per tick Miller buckets I think not megabuckets sorry Okay so being taller does make it go faster Okay we need one more thing Hey dusty I'm currently somebody who participate in make a wish my only wish
k1lsPwMGRhM,20201224,13896,for you to log off this dog shit game wow intro well Damn your mortality shit information and if you're dead with the next 12 hours I'll log off just for you otherwise gift fuck God damn it I'm out of steel oh no steel ingots
k1lsPwMGRhM,20201224,13920,Do I have coke dust please tell me I'm coke dust oh I got so much coke dust okay Give a big snorter that shit what do you mean by that coke coke okay coke okay okay okay okay okay okay okay okay okay okay okay okay okay okay okay
k1lsPwMGRhM,20201224,13956,okay I'm gonna kill myself if I make another bad joke I'm gonna go you video game shit you guys have a good night merry Christmas no talk to you soon How do you feel about the sanctions on trying to be just proposed um I don't know don't
k1lsPwMGRhM,20201224,13974,care fuck Trump wait till lose see what happens are you here Dan yeah you want to go play some cyberpunk so we're saying fuck off I think we've talked about this before um potentially a scary thought do you ever wonder what if what if we've actually figured out like basically
k1lsPwMGRhM,20201224,14000,everything in terms of like physics what if we've actually all basically solved things and this is it but there's so much we don't know like what um like dark matter yeah what if there's like a lot of dark matter and that's just like what's
k1lsPwMGRhM,20201224,14017,contributing to like the expansion of the universe but there's not like really anything we can like do with that information we're gonna use it to do any cool shit or anything I don't know you know it's scary your thought just to remind the least popular hall olive
k1lsPwMGRhM,20201224,14048,tuba gets twice as many views as you do merry christmas dgg smiley face bonus meme pep a steer okay um sorry there's a pedophile don't I mean what were you saying I was gonna say you know what the scarier thought what's the scarier thought what about if trump actually is the messiah trying
k1lsPwMGRhM,20201224,14067,to drain the swamp and a bunch of evil democrats are actually rigging the vote against it I thought about that you know I think about that pretty often like is it possible that I'm the one who's confused in the last yep
k1lsPwMGRhM,20201224,14082,yeah destiny this is the best music piece of content to come out of your um hey let me just tell you okay oh true wait I thought my one video would get 200k views did it hold on the one lady
k1lsPwMGRhM,20201224,14117,what's that 181 yeah yeah I feel like the next real shit fuck physics okay who said fuck who famously said physics is solved is that around Einstein there was a there's a physicist that was like yeah physics is done we're basically figured it all out I think it was
k1lsPwMGRhM,20201224,14142,before it relativity no no I think it was after relativity but before qm somebody was like physics is done I think physics is done all of our new fucking all of our new research needs to be into a biology and shit well physics students are going to tip their head and say oh that's just
k1lsPwMGRhM,20201224,14160,applied physics well that's fine but then let's apply physics and do biology for the past four years on this channel I have a must profound moment in gaming history oh boy made videos on various topics is that kernel oh wait we can't spoil because we're actually gonna
k1lsPwMGRhM,20201224,14197,play this camera gray you gonna fuck is it metal gear solid one or two as well in terms of which one is more profound no the the charity goal I'm a 20 on two and probably three hopefully but definitely oh stop adding
k1lsPwMGRhM,20201224,14231,more it's gonna make it less likely to have to is so fucking relevant right now it's unbelievably relevant it is it's actually a big video right just be crazy enough that like he accidentally got it right but when he got it right holy shit oh my god people are gonna be watching
k1lsPwMGRhM,20201224,14249,how do they sell to anything like what the fuck impossible do you play wasteland 3 on supreme drug wasteland 3 was actually a really fun game but that game I know that I say like I do stuff I want to do and I don't do it for the viewers right but there
k1lsPwMGRhM,20201224,14266,are some games that will like the hit is too much and that game was one of them okay but wasteland is really fun um I thought that was a really game if anybody wants to play like a Final Fantasy
k1lsPwMGRhM,20201224,14277,tactics esque gamer whatever I recommend always and I thought it was a game Lord Kelvin was the one who said physics was time guy okay Hades won a ton of game of the year awards this year and gamer was a little bit how many readers
k1lsPwMGRhM,20201224,14295,tries towards loss was to his one loss was to is supposed to be good um Hades was just unimaginably polished and in an era where every game is like fucking alpha pre-alpha like fucked and everything like I can appreciate that
k1lsPwMGRhM,20201224,14314,the voice acting for Hades was really really good too I want to know what fucking like human sacrifice super giant had to make everything they put out has been fucking 10 out of 10 and I don't understand what other games have they done uh they did bastion not ever many I know yeah okay yeah
k1lsPwMGRhM,20201224,14335,yeah it's insane did one message was no pyre was still good even the fucking sports game that destiny after checking out how stupid these two are Trump demands to the convo couch oh boy it's 2020 and we expect a lot of shit but I don't know
k1lsPwMGRhM,20201224,14372,if we expected Trump to out left the left or out or oh my god oh these people unironically carrying republican propaganda lines hurts me so much it hurts so much I thought it was bad and people fell for the Tucker Carlson ship another falling for Trump shit
k1lsPwMGRhM,20201224,14397,only 668 views I looked like they it was just posted it's like a 30 thousand sub-channel yeah yeah 34 thousand sub-channel yeah crazy that it's the lefty setting with a fashies now huh huh weirdo that works though the crazy thing to me is how long people rightfully made fun of
k1lsPwMGRhM,20201224,14425,conservatives for saying that anything the government does is socialism like the classic name of socialism is when the government does things but now Trump handing out bigger checks is now apparently an actual fucking leftist movement I don't understand how you can reconcile those
k1lsPwMGRhM,20201224,14457,the horseshoe is materializing every day guys what am I doing oh we're making one of these dumbass blocks no I didn't mean to make 64 whatever what's your pickaxe made out of dude a whole bunch of shit okay
k1lsPwMGRhM,20201224,14484,I'm too advanced in this mod pack for you to be asking me questions about tinkers all right
